test_id,group_id,group_name,group_type,smiles,formula,inchi,python_success,python_groups,python_n_groups,python_error
403,38,Specificity test for group 38,Specificity,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)S(=O)O)C(F)(F)C(F)(F)F,C6H3F11O2S,"InChI=1S/C6H3F11O2S/c7-1-2(4(10,11)12,6(16,17)20(18)19)3(8,9)5(13,14)15/h1H2,(H,18,19)",True,"[38, 48]",2,
404,29,Specificity test for group 29,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C([H])(O)C(F)(F)F,C6H4F10O,"InChI=1S/C6H4F10O/c7-1(2(17)6(14,15)16)4(10,11)5(12,13)3(8)9/h1-3,17H",True,"[29, 48]",2,
405,38,Specificity test for group 38,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C([H])(S(=O)O)C(F)(F)F,C6H4F10O2S,"InChI=1S/C6H4F10O2S/c7-1(2(19(17)18)6(14,15)16)4(10,11)5(12,13)3(8)9/h1-3H,(H,17,18)",True,"[38, 48]",2,
406,7,Specificity test for group 7,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C([H])(C(F)(F)F)S(=O)(=O)O,C6H4F10O3S,"InChI=1S/C6H4F10O3S/c7-1(2(6(14,15)16)20(17,18)19)4(10,11)5(12,13)3(8)9/h1-3H,(H,17,18,19)",True,"[7, 36, 48]",3,
407,36,Specificity test for group 36,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C([H])(C(F)(F)F)S(=O)(=O)O,C6H4F10O3S,"InChI=1S/C6H4F10O3S/c7-1(2(6(14,15)16)20(17,18)19)4(10,11)5(12,13)3(8)9/h1-3H,(H,17,18,19)",True,"[7, 36, 48]",3,
408,7,Specificity test for group 7,Specificity,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C([H])(F)S(=O)(=O)O,C6H4F10O3S,"InChI=1S/C6H4F10O3S/c7-1-3(5(11,12)13,2(8)20(17,18)19)4(9,10)6(14,15)16/h2H,1H2,(H,17,18,19)",True,"[7, 36, 48]",3,
409,36,Specificity test for group 36,Specificity,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C([H])(F)S(=O)(=O)O,C6H4F10O3S,"InChI=1S/C6H4F10O3S/c7-1-3(5(11,12)13,2(8)20(17,18)19)4(9,10)6(14,15)16/h2H,1H2,(H,17,18,19)",True,"[7, 36, 48]",3,
410,7,Specificity test for group 7,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC([H])(C(F)(F)F)S(=O)(=O)O,C6H6F10O4S,"InChI=1S/C6H4F10O4S/c7-1(8)4(10,11)5(12,13)2(9)20-3(6(14,15)16)21(17,18)19/h1-3H,(H,17,18,19)",True,"[7, 10, 31, 36, 48]",5,
411,10,Specificity test for group 10,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC([H])(C(F)(F)F)S(=O)(=O)O,C6H6F10O4S,"InChI=1S/C6H4F10O4S/c7-1(8)4(10,11)5(12,13)2(9)20-3(6(14,15)16)21(17,18)19/h1-3H,(H,17,18,19)",True,"[7, 10, 31, 36, 48]",5,
412,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC([H])(C(F)(F)F)S(=O)(=O)O,C6H6F10O4S,"InChI=1S/C6H4F10O4S/c7-1(8)4(10,11)5(12,13)2(9)20-3(6(14,15)16)21(17,18)19/h1-3H,(H,17,18,19)",True,"[7, 10, 31, 36, 48]",5,
413,36,Specificity test for group 36,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC([H])(C(F)(F)F)S(=O)(=O)O,C6H6F10O4S,"InChI=1S/C6H4F10O4S/c7-1(8)4(10,11)5(12,13)2(9)20-3(6(14,15)16)21(17,18)19/h1-3H,(H,17,18,19)",True,"[7, 10, 31, 36, 48]",5,
414,7,Specificity test for group 7,Specificity,[H]C([H])(F)OC(C(F)(F)F)(C(F)(F)C(F)(F)F)C([H])(F)S(=O)(=O)O,C6H6F10O4S,"InChI=1S/C6H4F10O4S/c7-1-20-3(5(11,12)13,2(8)21(17,18)19)4(9,10)6(14,15)16/h2H,1H2,(H,17,18,19)",True,"[7, 10, 31, 36, 48]",5,
415,10,Specificity test for group 10,Specificity,[H]C([H])(F)OC(C(F)(F)F)(C(F)(F)C(F)(F)F)C([H])(F)S(=O)(=O)O,C6H6F10O4S,"InChI=1S/C6H4F10O4S/c7-1-20-3(5(11,12)13,2(8)21(17,18)19)4(9,10)6(14,15)16/h2H,1H2,(H,17,18,19)",True,"[7, 10, 31, 36, 48]",5,
416,31,Specificity test for group 31,Specificity,[H]C([H])(F)OC(C(F)(F)F)(C(F)(F)C(F)(F)F)C([H])(F)S(=O)(=O)O,C6H6F10O4S,"InChI=1S/C6H4F10O4S/c7-1-20-3(5(11,12)13,2(8)21(17,18)19)4(9,10)6(14,15)16/h2H,1H2,(H,17,18,19)",True,"[7, 10, 31, 36, 48]",5,
417,36,Specificity test for group 36,Specificity,[H]C([H])(F)OC(C(F)(F)F)(C(F)(F)C(F)(F)F)C([H])(F)S(=O)(=O)O,C6H6F10O4S,"InChI=1S/C6H4F10O4S/c7-1-20-3(5(11,12)13,2(8)21(17,18)19)4(9,10)6(14,15)16/h2H,1H2,(H,17,18,19)",True,"[7, 10, 31, 36, 48]",5,
418,37,Specificity test for group 37,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C([H])(SO)C(F)(F)F,C6H4F10OS,"InChI=1S/C6H4F10OS/c7-1(2(18-17)6(14,15)16)4(10,11)5(12,13)3(8)9/h1-3,17H",True,"[37, 48]",2,
419,37,Specificity test for group 37,Specificity,[H]C([H])(F)C(C(F)(F)F)(C([H])(F)SO)C(F)(F)C(F)(F)F,C6H4F10OS,"InChI=1S/C6H4F10OS/c7-1-3(2(8)18-17,5(11,12)13)4(9,10)6(14,15)16/h2,17H,1H2",True,"[37, 48]",2,
420,47,Specificity test for group 47,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)NC([H])(F)C(F)(F)F,C6H6F11N,"InChI=1S/C6H4F11N/c7-1(8)4(11,12)5(13,14)2(9)18-3(10)6(15,16)17/h1-3,18H",True,"[47, 48]",2,
421,47,Specificity test for group 47,Specificity,[H]C([H])(F)NC(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H6F11N,"InChI=1S/C6H4F11N/c7-1-18-3(2(8)9,5(12,13)14)4(10,11)6(15,16)17/h2,18H,1H2",True,"[47, 48]",2,
422,39,Specificity test for group 39,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(C(F)(F)F)P(=O)(O)O,C6H4F11O3P,"InChI=1S/C6H4F11O3P/c7-1(3(10,11)4(12,13)2(8)9)5(14,6(15,16)17)21(18,19)20/h1-2H,(H2,18,19,20)",True,"[39, 48]",2,
423,40,Specificity test for group 40,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C([H])([PH](=O)O)C(F)(F)F,C6H5F10O2P,"InChI=1S/C6H5F10O2P/c7-1(2(19(17)18)6(14,15)16)4(10,11)5(12,13)3(8)9/h1-3,19H,(H,17,18)",True,"[40, 48]",2,
424,40,Specificity test for group 40,Specificity,[H]C([H])(F)C(C(F)(F)F)(C([H])(F)[PH](=O)O)C(F)(F)C(F)(F)F,C6H5F10O2P,"InChI=1S/C6H5F10O2P/c7-1-3(5(11,12)13,2(8)19(17)18)4(9,10)6(14,15)16/h2,19H,1H2,(H,17,18)",True,"[40, 48]",2,
425,39,Specificity test for group 39,Specificity,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C([H])(F)P(=O)(O)O,C6H5F10O3P,"InChI=1S/C6H5F10O3P/c7-1-3(5(11,12)13,2(8)20(17,18)19)4(9,10)6(14,15)16/h2H,1H2,(H2,17,18,19)",True,"[39, 48]",2,
426,43,Specificity test for group 43,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)NS(=O)(=O)C([H])(F)C(F)(F)F,C6H6F11NO2S,"InChI=1S/C6H5F11NO2S/c7-1(8)4(11,12)5(13,14)2(9)18-21(19,20)3(10)6(15,16)17/h1-3,21H,(H,18,19,20)",True,"[43, 47, 48]",3,
427,47,Specificity test for group 47,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)NS(=O)(=O)C([H])(F)C(F)(F)F,C6H6F11NO2S,"InChI=1S/C6H5F11NO2S/c7-1(8)4(11,12)5(13,14)2(9)18-21(19,20)3(10)6(15,16)17/h1-3,21H,(H,18,19,20)",True,"[43, 47, 48]",3,
428,43,Specificity test for group 43,Specificity,[H]C(F)(F)C(NS(=O)(=O)C([H])([H])F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H6F11NO2S,"InChI=1S/C6H5F11NO2S/c7-1-21(19,20)18-3(2(8)9,5(12,13)14)4(10,11)6(15,16)17/h2,21H,1H2,(H,18,19,20)",True,"[43, 47, 48]",3,
429,47,Specificity test for group 47,Specificity,[H]C(F)(F)C(NS(=O)(=O)C([H])([H])F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H6F11NO2S,"InChI=1S/C6H5F11NO2S/c7-1-21(19,20)18-3(2(8)9,5(12,13)14)4(10,11)6(15,16)17/h2,21H,1H2,(H,18,19,20)",True,"[43, 47, 48]",3,
430,35,Specificity test for group 35,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)Cl,C6HClF10O,"InChI=1S/C6HClF10O/c7-1(18)4(10,11)3(2(8)9,5(12,13)14)6(15,16)17/h2H",True,[35],1,
431,35,Specificity test for group 35,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(=O)Cl,C6HClF10O,"InChI=1S/C6HClF10O/c7-1(18)4(11,12)5(13,14)3(10,2(8)9)6(15,16)17/h2H",True,"[35, 48]",2,
432,19,Specificity test for group 19,Specificity,FC(=CC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F11,"InChI=1S/C6HF11/c7-2(1-3(8,9)10)4(11,12)5(13,14)6(15,16)17/h1H",True,"[19, 48, 49]",3,
433,49,Specificity test for group 49,Specificity,FC(=CC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F11,"InChI=1S/C6HF11/c7-2(1-3(8,9)10)4(11,12)5(13,14)6(15,16)17/h1H",True,"[19, 48, 49]",3,
434,28,Specificity test for group 28,Specificity,[H]C(F)(F)C(C(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H3F11O,"InChI=1S/C6HF11O/c7-2(8)3(5(12,13)14,6(15,16)17)1(18)4(9,10)11/h2H",True,"[28, 30]",2,
435,30,Specificity test for group 30,Specificity,[H]C(F)(F)C(C(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H3F11O,"InChI=1S/C6HF11O/c7-2(8)3(5(12,13)14,6(15,16)17)1(18)4(9,10)11/h2H",True,"[28, 30]",2,
436,28,Specificity test for group 28,Specificity,[H]C(F)(F)C(F)(C(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C6H3F11O,"InChI=1S/C6HF11O/c7-2(8)3(9,5(12,13)14)1(18)4(10,11)6(15,16)17/h2H",True,"[28, 30, 48]",3,
437,30,Specificity test for group 30,Specificity,[H]C(F)(F)C(F)(C(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C6H3F11O,"InChI=1S/C6HF11O/c7-2(8)3(9,5(12,13)14)1(18)4(10,11)6(15,16)17/h2H",True,"[28, 30, 48]",3,
438,1,Specificity test for group 1,Specificity,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6HF11O2,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)3(4(9,10)11,5(12,13)14)6(15,16)17/h(H,18,19)",True,"[1, 2, 33]",3,
439,33,Specificity test for group 33,Specificity,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6HF11O2,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)3(4(9,10)11,5(12,13)14)6(15,16)17/h(H,18,19)",True,"[1, 2, 33]",3,
440,1,Specificity test for group 1,Specificity,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF11O2,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)3(9,10)4(11,12)5(13,14)6(15,16)17/h(H,18,19)",True,"[1, 2, 33, 48]",4,
441,33,Specificity test for group 33,Specificity,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF11O2,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)3(9,10)4(11,12)5(13,14)6(15,16)17/h(H,18,19)",True,"[1, 2, 33, 48]",4,
442,2,Specificity test for group 2,Specificity,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF11O2,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)3(9,10)4(11,12)5(13,14)6(15,16)17/h(H,18,19)",True,"[1, 2, 33, 48]",4,
443,33,Specificity test for group 33,Specificity,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF11O2,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)3(9,10)4(11,12)5(13,14)6(15,16)17/h(H,18,19)",True,"[1, 2, 33, 48]",4,
444,1,Specificity test for group 1,Specificity,O=C(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C6HF11O2,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)4(10,11)3(9,5(12,13)14)6(15,16)17/h(H,18,19)",True,"[1, 2, 33, 48]",4,
445,33,Specificity test for group 33,Specificity,O=C(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C6HF11O2,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)4(10,11)3(9,5(12,13)14)6(15,16)17/h(H,18,19)",True,"[1, 2, 33, 48]",4,
446,4,Specificity test for group 4,Specificity,O=C(O)C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H3F11O3,"InChI=1S/C6HF11O3/c7-2(8,1(18)19)3(4(9,10)11,5(12,13)14)20-6(15,16)17/h(H,18,19)",True,"[1, 2, 31, 33]",4,
447,4,Specificity test for group 4,Specificity,O=C(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C6H3F11O3,"InChI=1S/C6HF11O3/c7-2(8,1(18)19)5(14,15)20-6(16,17)3(9,10)4(11,12)13/h(H,18,19)",True,"[1, 2, 31, 33, 48]",5,
448,2,Specificity test for group 2,Specificity,O=C(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C6H3F11O3,"InChI=1S/C6HF11O3/c7-2(8,1(18)19)5(14,15)20-6(16,17)3(9,10)4(11,12)13/h(H,18,19)",True,"[1, 2, 31, 33, 48]",5,
449,5,Specificity test for group 5,Specificity,O=C(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C6H3F11O3,"InChI=1S/C6HF11O3/c7-2(8,1(18)19)5(14,15)20-6(16,17)3(9,10)4(11,12)13/h(H,18,19)",True,"[1, 2, 31, 33, 48]",5,
450,31,Specificity test for group 31,Specificity,O=C(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C6H3F11O3,"InChI=1S/C6HF11O3/c7-2(8,1(18)19)5(14,15)20-6(16,17)3(9,10)4(11,12)13/h(H,18,19)",True,"[1, 2, 31, 33, 48]",5,
451,33,Specificity test for group 33,Specificity,O=C(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C6H3F11O3,"InChI=1S/C6HF11O3/c7-2(8,1(18)19)5(14,15)20-6(16,17)3(9,10)4(11,12)13/h(H,18,19)",True,"[1, 2, 31, 33, 48]",5,
452,4,Specificity test for group 4,Specificity,O=C(O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C6H3F11O3,"InChI=1S/C6HF11O3/c7-2(8,1(18)19)6(16,17)20-3(9,4(10,11)12)5(13,14)15/h(H,18,19)",True,"[1, 2, 31, 33, 48]",5,
453,42,Specificity test for group 42,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(I)C(F)(F)F,C6H3F12I,"InChI=1S/C6HF12I/c7-1(8)2(4(10,11)12,5(13,14)15)3(9,19)6(16,17)18/h1H",True,"[21, 42]",2,
454,42,Specificity test for group 42,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(I)C(F)(F)C(F)(F)F,C6H3F12I,"InChI=1S/C6HF12I/c7-1(8)2(9,5(13,14)15)4(12,19)3(10,11)6(16,17)18/h1H",True,"[21, 42, 48]",3,
455,34,Specificity test for group 34,Specificity,O=C(NC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F12NO,"InChI=1S/C6HF12NO/c7-2(8,3(9,10)4(11,12)13)1(20)19-6(17,18)5(14,15)16/h(H,19,20)",True,"[34, 48]",2,
456,34,Specificity test for group 34,Specificity,O=C(NC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F12NO,"InChI=1S/C6HF12NO/c7-2(8,3(9,10)4(11,12)13)1(20)19-6(17,18)5(14,15)16/h(H,19,20)",True,"[34, 48]",2,
457,34,Specificity test for group 34,Specificity,O=C(NC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C6H3F12NO,"InChI=1S/C6HF12NO/c7-2(8,4(10,11)12)1(20)19-3(9,5(13,14)15)6(16,17)18/h(H,19,20)",True,"[34, 48]",2,
458,34,Specificity test for group 34,Specificity,O=C(NC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C6H3F12NO,"InChI=1S/C6HF12NO/c7-2(8,9)1(20)19-3(4(10,11)12,5(13,14)15)6(16,17)18/h(H,19,20)",True,[34],1,
459,14,Specificity test for group 14,Specificity,OC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13O,"InChI=1S/C6HF13O/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,20)6(17,18)19/h20H",True,"[14, 29, 48]",3,
460,29,Specificity test for group 29,Specificity,OC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13O,"InChI=1S/C6HF13O/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,20)6(17,18)19/h20H",True,"[14, 29, 48]",3,
461,29,Specificity test for group 29,Specificity,OC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6HF13O,"InChI=1S/C6HF13O/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)20/h20H",True,"[14, 29, 48]",3,
462,11,Specificity test for group 11,Specificity,O=S(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13O2S,"InChI=1S/C6HF13O2S/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,22(20)21)6(17,18)19/h(H,20,21)",True,"[11, 38, 48]",3,
463,38,Specificity test for group 38,Specificity,O=S(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13O2S,"InChI=1S/C6HF13O2S/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,22(20)21)6(17,18)19/h(H,20,21)",True,"[11, 38, 48]",3,
464,11,Specificity test for group 11,Specificity,O=S(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6HF13O2S,"InChI=1S/C6HF13O2S/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)22(20)21/h(H,20,21)",True,"[11, 38, 48]",3,
465,38,Specificity test for group 38,Specificity,O=S(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6HF13O2S,"InChI=1S/C6HF13O2S/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)22(20)21/h(H,20,21)",True,"[11, 38, 48]",3,
466,6,Specificity test for group 6,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13O3S,"InChI=1S/C6HF13O3S/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,6(17,18)19)23(20,21)22/h(H,20,21,22)",True,"[6, 7, 36, 48]",4,
467,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13O3S,"InChI=1S/C6HF13O3S/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,6(17,18)19)23(20,21)22/h(H,20,21,22)",True,"[6, 7, 36, 48]",4,
468,6,Specificity test for group 6,Specificity,O=S(=O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6HF13O3S,"InChI=1S/C6HF13O3S/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)23(20,21)22/h(H,20,21,22)",True,"[6, 7, 36, 48]",4,
469,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6HF13O3S,"InChI=1S/C6HF13O3S/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)23(20,21)22/h(H,20,21,22)",True,"[6, 7, 36, 48]",4,
470,9,Specificity test for group 9,Specificity,O=S(=O)(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H3F13O4S,"InChI=1S/C6HF13O4S/c7-1(8,3(11,12)13)2(9,10)5(17,18)23-6(19,4(14,15)16)24(20,21)22/h(H,20,21,22)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
471,9,Specificity test for group 9,Specificity,O=S(=O)(O)C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H3F13O4S,"InChI=1S/C6HF13O4S/c7-2(8,4(12,13)14)1(3(9,10)11,23-6(17,18)19)5(15,16)24(20,21)22/h(H,20,21,22)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
472,37,Specificity test for group 37,Specificity,OSC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13OS,"InChI=1S/C6HF13OS/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,21-20)6(17,18)19/h20H",True,"[37, 48]",2,
473,37,Specificity test for group 37,Specificity,OSC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6HF13OS,"InChI=1S/C6HF13OS/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)21-20/h20H",True,"[37, 48]",2,
474,47,Specificity test for group 47,Specificity,FC(F)(F)C(F)(F)NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F14N,"InChI=1S/C6HF14N/c7-1(8,3(11,12)13)2(9,10)5(17,18)21-6(19,20)4(14,15)16/h21H",True,"[23, 47, 48]",3,
475,47,Specificity test for group 47,Specificity,FC(F)(F)NC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H3F14N,"InChI=1S/C6HF14N/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)21-6(18,19)20/h21H",True,"[23, 47, 48]",3,
476,35,Specificity test for group 35,Specificity,O=C(Cl)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7ClF13O,"InChI=1S/C7ClF13O/c8-1(22)2(9,10)3(5(13,14)15,6(16,17)18)4(11,12)7(19,20)21",True,"[35, 48]",2,
477,35,Specificity test for group 35,Specificity,O=C(Cl)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7ClF13O,"InChI=1S/C7ClF13O/c8-1(22)2(9,6(16,17)18)3(10,11)4(12,13)5(14,15)7(19,20)21",True,"[35, 48]",2,
478,50,Specificity test for group 50,Specificity,FC(F)(F)C(F)(F)C#CC(F)(C(F)(F)F)C(F)(F)F,C7H2F12,"InChI=1S/C7F12/c8-3(5(11,12)13,6(14,15)16)1-2-4(9,10)7(17,18)19",True,"[48, 50]",2,
479,50,Specificity test for group 50,Specificity,FC(F)(F)C(F)(F)C#CC(F)(F)C(F)(F)C(F)(F)F,C7H2F12,"InChI=1S/C7F12/c8-3(9,5(12,13)7(17,18)19)1-2-4(10,11)6(14,15)16",True,"[48, 50]",2,
480,50,Specificity test for group 50,Specificity,FC(F)(F)C(F)(F)C#CC(F)(F)C(F)(F)C(F)(F)F,C7H2F12,"InChI=1S/C7F12/c8-3(9,5(12,13)7(17,18)19)1-2-4(10,11)6(14,15)16",True,"[48, 50]",2,
481,50,Specificity test for group 50,Specificity,FC(F)(F)C#CC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F12,"InChI=1S/C7F12/c8-4(9,10)2-1-3(5(11,12)13,6(14,15)16)7(17,18)19",True,[50],1,
482,18,Specificity test for group 18,Specificity,FC(=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(10,11)12)3(5(13,14)15,6(16,17)18)7(19,20)21",True,"[18, 19, 41, 49]",4,
483,41,Specificity test for group 41,Specificity,FC(=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(10,11)12)3(5(13,14)15,6(16,17)18)7(19,20)21",True,"[18, 19, 41, 49]",4,
484,49,Specificity test for group 49,Specificity,FC(=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(10,11)12)3(5(13,14)15,6(16,17)18)7(19,20)21",True,"[18, 19, 41, 49]",4,
485,18,Specificity test for group 18,Specificity,FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(11,12)7(19,20)21)3(10,5(13,14)15)6(16,17)18",True,"[18, 19, 41, 48, 49]",5,
486,41,Specificity test for group 41,Specificity,FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(11,12)7(19,20)21)3(10,5(13,14)15)6(16,17)18",True,"[18, 19, 41, 48, 49]",5,
487,49,Specificity test for group 49,Specificity,FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(11,12)7(19,20)21)3(10,5(13,14)15)6(16,17)18",True,"[18, 19, 41, 48, 49]",5,
488,18,Specificity test for group 18,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(12,13)6(16,17)18)3(10,11)5(14,15)7(19,20)21",True,"[18, 19, 41, 48, 49]",5,
489,41,Specificity test for group 41,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F14,"InChI=1S/C7F14/c8-1(2(9)4(12,13)6(16,17)18)3(10,11)5(14,15)7(19,20)21",True,"[18, 19, 41, 48, 49]",5,
